bank,year,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio_11,ratio_12,ratio_13,ratio_14,ratio_15,ratio_16,ratio_17,failed
Bank_1,1999,0.8340062600975424,0.6894262648452899,0.7218690489348658,0.793370044436346,0.7711658946608025,0.7861379664027672,0.7443258278993027,0.8309479230211231,0.8258676210494291,0.7902795591560425,0.8433400846263833,0.810353491390584,0.7440134011338198,0.8054155634821066,0.7390338942365318,0.8309005393433453,0.7844817287286691,0
Bank_1,2000,0.7777349061007187,0.7529315470577846,0.8481050912116832,0.7792515501745416,0.7655616331698263,0.7693713467535702,0.8135934835556491,0.8052502274961856,0.8076146548577812,0.8085190744283758,0.8940604043215048,0.7666572734587509,0.7613658878244048,0.7462893878655878,0.8177769954067565,0.8434266389140262,0.781280651395238,0
Bank_1,2001,0.7449702004298553,0.7457539634934197,0.8195076636692168,0.8241407328381538,0.8141357376932414,0.753702538913547,0.7985860904313177,0.7928123147350181,0.7979124541144323,0.8305494631753911,0.7981578017167158,0.8209237024315764,0.7903569777524263,0.8014339942124808,0.8185424355699087,0.7141202332851984,0.7709944634601166,0
Bank_1,2002,0.7634593915633419,0.7550341318658146,0.7732209117166475,0.8617250898397015,0.7436864684933195,0.8353919420075557,0.7028345356971915,0.770233772778693,0.795115677533232,0.8162891408459456,0.8225393532676244,0.826645386037978,0.7695417706655598,0.7638604346447533,0.8298768183408394,0.7774128080339009,0.7231937081110856,0
Bank_1,2003,0.7303136635778077,0.7410054099779011,0.8118360614806699,0.79409931108151,0.8215022919813701,0.765615391961155,0.7949050088318174,0.8182575439763485,0.7715106972919697,0.8098167861558523,0.7538817272246491,0.7688253319497281,0.7678911295780653,0.7271860419985297,0.8113266483172608,0.7635079072678455,0.7876027302143661,0
Bank_1,2004,0.8110153572232771,0.809304583079479,0.820247279726621,0.7820537500525105,0.765813108675774,0.7829921137326618,0.7026113025800802,0.7146224006568274,0.7208430436602615,0.7371156828979076,0.8069667356141536,0.7417040715099786,0.7680698965760122,0.851939439167285,0.7691648257249104,0.823853802701336,0.7402971402774878,0
Bank_1,2005,0.7767061463846002,0.7394769215324526,0.7700263704829535,0.8289934311508514,0.7006120031183642,0.8086992064552746,0.7988648043945956,0.757270526493142,0.714675131558559,0.7905844996636752,0.7605033888247916,0.7986118348457169,0.7880706315541538,0.8670669688440275,0.7750102429043305,0.7358031496468884,0.7959418060257974,0
Bank_1,2006,0.79797785847657,0.8549374030400035,0.8287335865737107,0.8048215772354571,0.8601431688389598,0.7275398715618392,0.7549904476404943,0.7406492272077054,0.7674875341201933,0.7181437169001662,0.8187355716187019,0.775866889423043,0.7134377095528488,0.7361990702176047,0.8026537166504915,0.8288843526727008,0.886814568862571,0
Bank_1,2007,0.9326711475783482,0.8076984959417816,0.7375011182763884,0.6803757102414162,0.8003635973951735,0.7463309695124654,0.7662101612689974,0.7563731843249912,0.7799384799571625,0.8402770358173639,0.7948304526502489,0.7790462824260472,0.7351953366366911,0.7032438770427638,0.7626626288243151,0.7842888967370657,0.8753745199569758,0
Bank_2,1999,0.7250765576379774,0.73606790784721,0.7480624427320409,0.8907472325805869,0.7432544119976092,0.8262482061456459,0.7391773870544772,0.8309023966025408,0.8035712942641218,0.7764918510759241,0.7822856196520569,0.751584361187359,0.8066273560329327,0.7615745719417896,0.7230434577704662,0.7204268672428477,0.7929531418449346,0
Bank_2,2000,0.8632783087793503,0.7923233266375005,0.7783918296533344,0.7986150529389557,0.8496238330441699,0.7952928710270214,0.7637773844171417,0.839638181461823,0.8057615678819092,0.8611115455586282,0.7934854678199239,0.7231002943728035,0.7159157859965454,0.8668701425703911,0.8705070319979935,0.7753477852946986,0.7651643799020292,0
Bank_2,2001,0.8573959605709387,0.7289714618566542,0.7395873950110372,0.8164900856932809,0.7645934898158491,0.7840676526228251,0.776151601032603,0.8012024733987753,0.8546978390245145,0.7888529913039158,0.8165206856226714,0.6818151409072775,0.7818878258623226,0.742162232444185,0.7233830929376472,0.7404161276123911,0.7676175739237879,0
Bank_2,2002,0.8301188730766292,0.7180041100718504,0.7858553205885495,0.7601152742921496,0.7679400912407306,0.8344616372240587,0.8112295178090249,0.8511936513309658,0.7765984619963335,0.7495266153752934,0.7731308051148036,0.7964485855223896,0.7931524138815141,0.7301043423471603,0.7888482350402223,0.7957351624657738,0.9101974478355246,0
Bank_2,2003,0.8781659765229121,0.7416615784308875,0.7699545778813698,0.7111516458669784,0.7547883952606542,0.8001039961383456,0.8446164270032402,0.7478695540716481,0.7516164239554388,0.6769592944718958,0.7761904499315833,0.7312030253658505,0.7578517745905249,0.7404807070504492,0.7796106182462007,0.696437326390997,0.7109714836892791,0
Bank_2,2004,0.8907861015602435,0.719952616895127,0.7294844670360966,0.8761694223748943,0.929577104420849,0.7257454145175615,0.765911298119427,0.801401523505854,0.8707586281791082,0.7349808920374167,0.7720598536617231,0.8231906247619158,0.8060620496821596,0.7655159423973237,0.7776325977330265,0.7155789555403295,0.7724150587600953,0
Bank_2,2005,0.7710043714583809,0.7959322404401414,0.7565573850178778,0.8079006720860855,0.83495953684982,0.7920952123422519,0.8019115663787888,0.7869815133377219,0.7843279656133993,0.7482458442816862,0.800148459042494,0.7794594160381542,0.8889821614053584,0.8629914910825907,0.8036160735866537,0.7461708854740902,0.7287031723596576,0
Bank_2,2006,0.8438808936132718,0.7974612072161855,0.8083309161284091,0.697094446610119,0.8306956700367376,0.8070447628695467,0.7288022117381047,0.7607475055863311,0.7975096061766546,0.7869470858766408,0.7697151866686508,0.7791493325555305,0.7717248770484844,0.791951871563952,0.8578983446084865,0.6559908239122637,0.7724812327333443,0
Bank_2,2007,0.793149367027451,0.7991234454431836,0.765728016892764,0.6964876568348994,0.8007235201445341,0.8706912566670378,0.7076306757130217,0.827515146643738,0.7678974848026839,0.7812575286673862,0.7316788204236311,0.7676009373410347,0.8493259756937765,0.8134565080582139,0.8709393262293258,0.8431943404077132,0.8062780799053074,0
Bank_3,1999,0.8094516967100768,0.8276075351797725,0.7894090532217984,0.8737594411165549,0.765365063231069,0.8633977615076953,0.8147476915115542,0.8828425990601783,0.8618236938233752,0.9153125522691523,0.8608189789437445,0.7456782316041501,0.8209325857419022,0.7656798847570715,0.7983662522684986,0.8998416660506483,0.8561569349316971,0
Bank_3,2000,0.789333722957875,0.7735943760647923,0.8259193490306252,0.7634522369177559,0.7907232305169832,0.8398807179643745,0.8820458461921471,0.8547183179980342,0.7097157689569072,0.8394985808383252,0.8278819230484411,0.8449747586554469,0.9050907284693726,0.7211183305465751,0.7947250731272569,0.85382556052648,0.7452005244141151,0
Bank_3,2001,0.8980776967894877,0.8426980750218451,0.8666094436789824,0.7957330613107225,0.8649684288851228,0.8777038221862642,0.8359241453936707,0.8360002890217471,0.8377974063508985,0.7811129811498432,0.8169038103747946,0.8166541177641943,0.843449937604487,0.874271456732327,0.7713534402878918,0.8180297928708333,0.898353021769761,0
Bank_3,2002,0.787100832946184,0.7831677435222962,0.834395553978372,0.8664995039110782,0.8248515471648452,0.8907282739086617,0.8671199435151385,0.8663712477313154,0.8519860694530169,0.9406628994041165,0.81402215994351,0.7241041297834865,0.9044929624626693,0.8013952728389709,0.8296742666039639,0.8897577786298386,0.744167267333866,0
Bank_3,2003,0.7216978836815052,0.7042163475308695,0.744573429885541,0.8062620746876619,0.8104896365274508,0.7980939533532398,0.7136419501921939,0.66877507255518,0.7869979236563314,0.7606914427048954,0.8072495329726428,0.8193779256978757,0.7911923159897463,0.8222868986556049,0.7957408130925656,0.8107834796668856,0.7490465812433181,0
Bank_3,2004,0.7352996736952394,0.7541190492196601,0.7853066681576832,0.7245931857755836,0.770338607173418,0.7309883047910434,0.7384031360204057,0.785756196488016,0.6446272258341045,0.6794566279830743,0.6701709745146712,0.627599438394397,0.7103670223790535,0.7817519393731993,0.7300360410676835,0.754169748483905,0.7987411192223519,0
Bank_3,2005,0.7706645510001968,0.7008233476505052,0.7719595388652821,0.7088865773085177,0.6624103331954392,0.6745602267768754,0.6302534187585614,0.6598735517001296,0.6863794099830908,0.7444594953557423,0.7903187359451115,0.6351711686179603,0.7239216177998082,0.6522530474289355,0.7280150988099724,0.6977259118524259,0.6127349530944357,0
Bank_3,2006,0.7106950939652364,0.6340302087463756,0.6375852324681345,0.6107926238223277,0.6315660805524345,0.6856747664215581,0.654818027339992,0.6807133445009362,0.6823763370832544,0.7303133271632206,0.6471409368435932,0.5904373535445256,0.7176413652154113,0.6477058357819495,0.720009866615681,0.6834491000459357,0.657723367876645,0
Bank_3,2007,0.641719039089127,0.7218308723931273,0.7281292708395,0.6277493011434512,0.6322897740526661,0.6780922522601316,0.5819971927484449,0.640933763017725,0.6229871019891193,0.63997565495969,0.582611804089342,0.5448018697213637,0.5206310725872476,0.5684110387373318,0.6013464801398456,0.6096206650543741,0.7211418025082881,0
Bank_4,1999,0.49244252228458923,0.4985782422001008,0.5220627165728746,0.5437549899508751,0.49583350990790476,0.5659890107388235,0.4556995227949853,0.5131133872202189,0.6426801204318972,0.5239504212333693,0.5844571594324142,0.5173724430107659,0.5418352888685953,0.509957274382471,0.5042760550438953,0.47382231426583454,0.5343115020499831,0
Bank_4,2000,0.4702195746428171,0.5460756959177769,0.567060784324401,0.531123004463967,0.4984839974243209,0.5354947130675403,0.4973627813247849,0.559573790375363,0.42122612989134933,0.4960160656961732,0.4132558343459056,0.43804339259074526,0.580989545592801,0.5575556832006898,0.476822422437866,0.4376712613000607,0.36456999221002295,0
Bank_4,2001,0.4856216587054738,0.6338171847144757,0.5345406476752879,0.484817819799631,0.5360504445771208,0.4347485164523834,0.49793026596722373,0.5177703077528925,0.5084914015110531,0.5523367401866095,0.5300286954139082,0.5462127350075053,0.47837781999056755,0.5576872045226329,0.5942432814833051,0.46428895811953486,0.4684116513163775,0
Bank_4,2002,0.5795856509181172,0.5032292347673525,0.5829875037054334,0.49066964850749634,0.585548712915641,0.5193707249423781,0.5257078752682403,0.5910323351856007,0.49470791022989696,0.4657403293058576,0.4903682237006878,0.5354131316342624,0.4345084804930798,0.5446699792346615,0.48585786822121835,0.5701870671387836,0.3930834188570819,0
Bank_4,2003,0.4334681453468971,0.38847302654040045,0.4314849607839079,0.48517972915755264,0.46383510282961776,0.4601275556547048,0.4648371905331025,0.4829658461331027,0.42236963200495015,0.508138916147058,0.5059297326213796,0.4920483309849106,0.5006231062396687,0.48761733414253855,0.5745500992386589,0.46844172554948,0.4574422731853767,0
Bank_4,2004,0.3951200550842366,0.38118330057321365,0.3705728447220517,0.3883565684405596,0.42926241501950196,0.44951119052699123,0.43535353702971363,0.39451967023061985,0.4778056623031037,0.4697670677171529,0.4248140187310046,0.4001506268688699,0.46021783014359546,0.4421951134764108,0.36039007113135313,0.4293974213028852,0.4458982247058246,0
Bank_4,2005,0.34781169477771784,0.4022886037439777,0.32005530983921604,0.4596057391027141,0.4551939333550771,0.3801705673869573,0.4109691509940592,0.27230033581211177,0.33497905108883885,0.378107488094499,0.3391897830307625,0.4285162582336385,0.4926612606395052,0.3339656981306404,0.3509232638978459,0.404568852517602,0.47335224152708655,0
Bank_4,2006,0.29167771847511037,0.3652482402174526,0.44386137664276093,0.2702084766931422,0.28874297375981395,0.3316161037790636,0.326767013459335,0.3934264984897877,0.36487942009314733,0.26404833111999904,0.37856695424714604,0.32391948973432294,0.41651879494916744,0.3214170572802595,0.3209656699469937,0.379853014642332,0.3909427582189523,1
Bank_4,2007,0.33520140229891565,0.2285165682328651,0.3396981560985181,0.2610810315183855,0.32456023968151865,0.2416097123321525,0.3351125414792587,0.27246648888673686,0.24866470158907944,0.34848744092622547,0.3248786601859431,0.28209759403246065,0.3853553765531587,0.29076381302361837,0.3144018178006522,0.3262421064860355,0.2818131373956748,0
Bank_5,1999,0.4829357765544737,0.36277434193868496,0.2941646280178321,0.49535049431490136,0.5422700421946568,0.39454018129184004,0.31796174253329734,0.39927944575450947,0.4004924970722732,0.4053074525131938,0.35913424246821424,0.44378170168813047,0.44102901332861094,0.3400833635733413,0.449763481149051,0.5174378936616012,0.42340166118615963,0
Bank_5,2000,0.39793738646088134,0.40770348384393057,0.4455664829127347,0.32827006428894573,0.4230231797131717,0.3952804470911661,0.5071948952121089,0.4060950078740587,0.4981980251202826,0.35961660967520626,0.44416660290444626,0.43077365775386806,0.3713512821710675,0.42367345029615366,0.4754295864058867,0.39861405934997657,0.33020551210581844,0
Bank_5,2001,0.4139255032404343,0.369682489824681,0.3976865976311125,0.4107242560800506,0.32952103376353076,0.3340207275982727,0.4389069863405829,0.3886677097558226,0.28656642747327826,0.4540458463947134,0.4284221323280186,0.3791099033624824,0.34896213401139453,0.4565940393800235,0.4322711756923281,0.5339337586985103,0.4358130745005535,0
Bank_5,2002,0.43418880162740736,0.4064572480588784,0.45564243792434617,0.4460579046267143,0.4773898949925664,0.3887374986324424,0.3930332709171085,0.39084848601870764,0.45434373062325606,0.48972236657914325,0.3918616199068416,0.3935649581746521,0.4305075057577966,0.4025155695636616,0.46240632722130115,0.3022147800333543,0.3734683922184619,0
Bank_5,2003,0.3756828278662343,0.2987858439449994,0.36662172234586643,0.3690458387720103,0.40474841183836513,0.4704519391473198,0.4025506120047715,0.3632629585507489,0.4119559175036302,0.4672623256363741,0.3660057037585614,0.3692749003682342,0.4427310925280178,0.4037268387777666,0.44717787909978035,0.4141213049745418,0.44988682696878496,0
Bank_5,2004,0.3630497388622746,0.41419941202489324,0.40426914384614876,0.3540090983591001,0.3366297471708722,0.44909109632803973,0.3972560254534077,0.36368963048194014,0.40999469771814,0.47120458743177174,0.3007667522957105,0.3399717100691403,0.36865932246954325,0.4878625879003231,0.42893299371027144,0.453169506587368,0.3577955986079951,0
Bank_5,2005,0.3588268508007803,0.43719433040044214,0.41771736111107893,0.44224058550751294,0.405420095017884,0.428710830887038,0.4227095988095621,0.4536920140185529,0.45515405866153014,0.3338100448447181,0.30244021679726385,0.464890914446882,0.47418989922740346,0.3637724935886397,0.3218118742370252,0.4197553856146667,0.4613455558818331,0
Bank_5,2006,0.5046833706860223,0.44061852316937916,0.39621780973502185,0.37014711348506346,0.41537620914783935,0.39984040937004384,0.36405024927786583,0.517241427107471,0.5040620646679131,0.47160607874207805,0.36876112467385025,0.4575546107791706,0.44678496503920173,0.43693092577450926,0.4772869079164955,0.4465722017073705,0.45180435637952343,0
Bank_5,2007,0.44664895873291716,0.4318432149644119,0.32562308807859747,0.4189846984348345,0.3869940466218504,0.3508115966823056,0.49889447552934785,0.5012534116085918,0.4827646745790872,0.4275643154071004,0.48233490061193945,0.4154063035943979,0.4249435084091956,0.3601300760412075,0.43465320978924865,0.41782294098552747,0.3496710387225834,1
Bank_6,1999,0.4467144687923402,0.4025760743212431,0.4144431678567239,0.4042144212718797,0.3918581031268924,0.3478824424972554,0.3944512084863233,0.3646988895340441,0.33948802542051243,0.4275648930940465,0.4215670353633315,0.3126684267982659,0.3958695704919134,0.4517888716616659,0.4549649893114858,0.45329564451093174,0.40394946271174276,0
Bank_6,2000,0.3597515359682122,0.34781886099876674,0.41923404760418764,0.4209678040849279,0.46637035794692305,0.45700278488377394,0.39539236954011114,0.3397935084236263,0.3860484725161249,0.412865362107196,0.3918996400971996,0.373109096962787,0.41464804311516473,0.37680591529613927,0.3706004981804011,0.41757644408184175,0.38190417336020954,0
Bank_6,2001,0.4142090218155874,0.4156640035092759,0.34503235231209106,0.37794174617339915,0.47389264936249287,0.3438998267299554,0.29617107991814323,0.3089115447045442,0.4034592996955032,0.40354966626830474,0.3961232595954137,0.46271329381309484,0.2683620807115229,0.42180049608821096,0.48007571245684844,0.3456147641220841,0.383013476777175,0
Bank_6,2002,0.36435920650523873,0.35728650006279333,0.38569070211551776,0.473378066550895,0.4938731361410458,0.3852068411146624,0.4972568130698933,0.403782626215901,0.4896883537017238,0.3973388698839952,0.408556693668977,0.4202775259988115,0.5609464863350465,0.4445680811089092,0.3666405758690966,0.4504536958804627,0.3839121755124527,0
Bank_6,2003,0.3775162932216093,0.44743387036127535,0.4035580817552274,0.4159325980922601,0.4027030634599344,0.4188329586969415,0.42325209723847723,0.305155455731399,0.4353324357971464,0.35290283137515477,0.3298888455886992,0.39908324017373564,0.40620285253239247,0.36732849413805574,0.4435553952500685,0.3348950440481244,0.3816566149280418,0
Bank_6,2004,0.3727600956200197,0.39967443884970283,0.4159470165990317,0.35160915488549255,0.4382179362394812,0.40515392078340473,0.30740648970107426,0.30407423034681824,0.4013878377202042,0.3909554364773521,0.3968327966879381,0.4006046795401589,0.4132817943421788,0.4493862828590848,0.34644855732079183,0.34340522272163004,0.34733760947230063,0
Bank_6,2005,0.4164496357251051,0.46425117129899207,0.38043683045469423,0.276918810158687,0.316804159236151,0.36035196622686916,0.37411735799190904,0.38158437100393344,0.40393285851571564,0.38641648582554744,0.45447078289384013,0.3682029370826013,0.35888790439289264,0.42594757929269284,0.3252216988703638,0.4214883876326699,0.40713146155298313,0
Bank_6,2006,0.3946316778707614,0.4814176077241329,0.3708934301019339,0.5050187108928736,0.3907322299052648,0.33815298011815836,0.405499781416411,0.34819154235073135,0.36441600997599477,0.42185546736744434,0.429782906799176,0.37089541735395687,0.4513740596189898,0.4598791902677265,0.4738188901948343,0.42847447272295586,0.47017523797095473,0
Bank_6,2007,0.3079638809679669,0.38610847493524664,0.35865353955049845,0.4079650954230394,0.37343134140683293,0.39369591026918316,0.49611254637687224,0.3935178125456509,0.42269341822618045,0.390390335870458,0.40578946676451144,0.40230463638847336,0.4244200056653277,0.46026917914402865,0.48437350224683623,0.4174848064621281,0.4314811466684499,1
Bank_7,1999,0.5471570585966273,0.5144391133155222,0.5481783246541673,0.5283969621254606,0.5638739395887358,0.5183265845236252,0.4860737108972179,0.5206506895224208,0.3573289078831309,0.5230029134950221,0.32143798541503044,0.41768545630549875,0.5264470567228189,0.5277350935391094,0.4457371876687731,0.4682535245818227,0.5723856761064763,0
Bank_7,2000,0.47965712009713585,0.6160046422959189,0.5037626340169523,0.524260435519833,0.5847023466007,0.5104099824854407,0.4537414276412296,0.4983722540910551,0.5020780898662651,0.43562154406569137,0.49106702310872846,0.4667490219758978,0.5500765145351414,0.5055892203850324,0.48971883921839116,0.4985495301446408,0.5150147275960779,0
Bank_7,2001,0.5346993366602586,0.45387301524230056,0.451779245044706,0.5590925874458962,0.4832417830655331,0.43301652204592594,0.5260492621449249,0.527027116977404,0.42732286381293433,0.51533271244895,0.5406377812971883,0.5225779492610828,0.5354577008638394,0.4336451717712322,0.5204106344255794,0.48872763870224734,0.4797191187395374,0
Bank_7,2002,0.547386407146756,0.5778223522094812,0.5935771294057876,0.5695990202510649,0.49837191759426047,0.5214946348270868,0.5421997702649818,0.5099175241407428,0.5103968360713469,0.5450462832695787,0.500894494374473,0.4673942798570866,0.4831349733839767,0.5355541455624567,0.5040082912357674,0.5208691255191865,0.5373625887858792,0
Bank_7,2003,0.48511655353088917,0.54167103485726,0.5228007568486893,0.4421179723301957,0.5759738662350818,0.47882138948792385,0.4211038595165104,0.45160644119645454,0.45280636864185353,0.5064672926086463,0.4901661013984578,0.48701702829374,0.5348437249498936,0.5208523947354048,0.519661020207984,0.5243500495422043,0.5346653600758815,0
Bank_7,2004,0.3984609595868975,0.4856367140625466,0.39484812345129594,0.5056616230156594,0.5036269780645524,0.5561352404152536,0.5632403463118256,0.513997379088388,0.4788405728059246,0.5281166823030565,0.477462744809554,0.5037889941036022,0.5531654425238081,0.47597005937629844,0.5441425586378947,0.5377286951103848,0.4561190358192286,0
Bank_7,2005,0.5525533330866397,0.5387869439443449,0.5089549210444025,0.46574245377438706,0.46089832574699113,0.47697549783061854,0.5309883498403677,0.4560773683056997,0.5257342391067631,0.44177085023185003,0.4936551974538272,0.5093410144044701,0.6261151339287154,0.43499284389975124,0.5774593550002763,0.5113507473751336,0.5244172225765678,0
Bank_7,2006,0.5097760223451798,0.5260949675855313,0.49617437145766874,0.5765611357486425,0.4810350694645335,0.560470355284732,0.4716402706651185,0.5008460343557053,0.45026049906125865,0.5266098126931457,0.5761149245220963,0.4999908176847269,0.4940143417405742,0.4481277785223733,0.49239399399815426,0.4242189136896932,0.45821472733982826,0
Bank_7,2007,0.5151979289812264,0.5698092865628395,0.6443191697372448,0.4745293724222246,0.5756236345080417,0.5160462506958521,0.4962962443384508,0.5254883492620772,0.5069544508597676,0.5093784129563805,0.48344196853443616,0.4339531436858271,0.42667736654966554,0.536520870839831,0.490023622171484,0.4740541816929613,0.5042839080119274,0
Bank_8,1999,0.8043961055900227,0.8220407329566569,0.7678092905737179,0.7917646333747798,0.8051794576482658,0.799586423627801,0.7737864166632065,0.7729988101613194,0.7690644864749004,0.6882145740802231,0.7781176156505546,0.6752907592512476,0.7033514850513225,0.8082597111979797,0.7850924659422852,0.8174513722918684,0.7294977386232107,0
Bank_8,2000,0.6854690157437369,0.7310595979540582,0.748183022669604,0.7470308936245758,0.7997654817454104,0.725017936557403,0.7606831813977215,0.693650100335845,0.7655973217097659,0.7432368853168572,0.7055907908933494,0.7312899896988326,0.7338726704818141,0.7295737013407205,0.8316485199209595,0.7381591576921813,0.7308866522987084,0
Bank_8,2001,0.6382089099270682,0.6983710902086014,0.7299277865847577,0.7087888239987431,0.8121668374764651,0.7348345690377643,0.8075036702734879,0.7461666895100937,0.7449428496286541,0.7386416354219503,0.7432712703886483,0.8290212079600683,0.6271009214700144,0.6430041705856413,0.7159229162547696,0.7438078519044538,0.7775866790457759,0
Bank_8,2002,0.766735817708949,0.7238691621635468,0.7940336424696635,0.7945912279652119,0.7522843493711535,0.7912143364319173,0.7567137209791818,0.7150073064684311,0.7779722997575755,0.7486121139365092,0.7431484501452996,0.816729136417054,0.6205378513805709,0.6721972492995968,0.6837279364888568,0.724918425429135,0.7303510493192737,0
Bank_8,2003,0.6277151754189229,0.6538235561920339,0.6600393738813968,0.8259526624113699,0.7931685551949326,0.6824939869233427,0.6849022932922353,0.6456212579481605,0.6076749371463119,0.6972374484871491,0.653188858645374,0.6988389312244747,0.6230711653554014,0.6649827348920624,0.7105128125727168,0.7213919376967721,0.723955055744676,0
Bank_8,2004,0.5970570085997234,0.7058157443143535,0.6230708729774828,0.6947243535379406,0.6625495239766657,0.5942620828536779,0.647271572578516,0.6813496449107637,0.6937297268313053,0.6560320629353544,0.7396704023376279,0.7134569963569033,0.6502487519875877,0.7005875484144225,0.7597711320669847,0.7611056878467267,0.6016814637664505,0
Bank_8,2005,0.5767548022497178,0.6973273971442678,0.5701674052656934,0.5569544011429913,0.5987717512726229,0.6440927932813045,0.6179616224770205,0.5905532767872956,0.5893708347213499,0.5874646045869398,0.5791059763746281,0.7371631016713783,0.637957011366853,0.6674194105278122,0.5986275844016291,0.6137836239482728,0.5874037587390576,0
Bank_8,2006,0.4504960410616151,0.5141809939651819,0.4925505238085556,0.47059226890999484,0.5233135090926702,0.6493292417766569,0.5808596494223576,0.6476096459236339,0.603630586652619,0.6222093990933332,0.5380366080423465,0.6092790055172088,0.6195171695112925,0.5542490931958907,0.6110584763383836,0.6113908457363169,0.5556038267510711,0
