bank,year,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio_11,ratio_12,ratio_13,ratio_14,ratio_15,ratio_16,ratio_17,failed
Bank_1,1999,0.5326082570907297,0.593882149372243,0.4708793231930477,0.4708804724372386,0.5978149565091987,0.5409904904643849,0.4544068524082346,0.5252492624746987,0.4548308209268089,0.45466897667376327,0.5042074184333036,0.3533404422976354,0.36652581114776894,0.44790993237681315,0.41637188100027156,0.5092673727053504,0.4237083741371964,0
Bank_1,2000,0.3884088003302108,0.58986547324819,0.47146571838962376,0.4919970337518359,0.38753768638873926,0.4491632687069185,0.4950346407033719,0.40670050900412,0.5135689207078783,0.4452253511293649,0.46685149693815187,0.44515059656762346,0.6169295323393069,0.48632525369202584,0.4132302943967682,0.5448482032709044,0.4018110039257097,0
Bank_1,2001,0.5018905110740142,0.3500931507520969,0.3942970360007911,0.5010503459345199,0.53896272002336,0.4992658391069792,0.4791746796565044,0.466192800732431,0.3837735200979613,0.43688096483605166,0.4550253454564961,0.5612686152590054,0.5113233396934735,0.3638572485482898,0.5099559372813169,0.4603142997945391,0.4398855194022641,0
Bank_1,2002,0.530087399642542,0.5594400259983978,0.5524596677618151,0.4285248327980965,0.4656251931140962,0.5104584996219307,0.5555582183222464,0.45372786277451094,0.47427393105721405,0.40982661124325925,0.40353559573803427,0.5441468669912751,0.5822068614236389,0.48222935091305785,0.5575173622761229,0.5125845811770157,0.44211167660132256,0
Bank_1,2003,0.292016940274403,0.37438180754143197,0.26421142515111745,0.3762443037957945,0.08333709060253197,0.3242524231950798,0.27281254266548605,0.24578873335620333,0.2731425022462992,0.1275894238667516,0.2513422157401882,0.2917171278946363,0.3701718310207202,0.23044033260965874,0.21012469568629094,0.23159625483789653,0.3307973961279593,0
Bank_1,2004,0.30482979326558246,0.37784756493788896,0.29410594616624286,0.2601670173382842,0.32893600078358287,0.2638531028009258,0.25606941490011126,0.3709785689991735,0.2613805286316112,0.09595489225996165,0.30600347166161823,0.25413106397878404,0.2615776356365086,0.31352275844675026,0.27019295200482996,0.29686293369603745,0.14025517026570308,0
Bank_1,2005,0.3917551212661135,0.3685153798118883,0.2394126088445871,0.37187062263407483,0.37794270861139184,0.54615354178949,0.3602613263808414,0.3948349078788728,0.37129677003615297,0.29191913128215274,0.4537241909315714,0.4263619062035942,0.4290988302085333,0.3100694720798883,0.47192219568104693,0.2755970195200603,0.41480659048153895,0
Bank_1,2006,0.44160434632525286,0.2537321787643215,0.3528938351024911,0.4077347992760468,0.34942371161303093,0.288912556720364,0.2626847017402764,0.3337085238025918,0.20267130495128288,0.32581597478529895,0.22424408733026496,0.33171082763587584,0.2770068361381399,0.26109394459019136,0.22628658635053495,0.2633003007147808,0.32720097841593193,0
Bank_1,2007,0.4471547530083586,0.5294240864380145,0.32896832925113867,0.33727202610247586,0.25087979496129537,0.435033604227116,0.4426404732976753,0.2909824653756925,0.39491755548494134,0.43687765208776896,0.36752287516408244,0.41100079657952593,0.36392100713856423,0.26650285383401445,0.42513701376162183,0.44444009260515527,0.40309777084076437,1
Bank_2,1999,0.6064308942217126,0.7029597396429637,0.7390831935063528,0.6125108262604558,0.6834560322289938,0.5773547285888713,0.6192210500944839,0.7347528509323747,0.6564740869854454,0.7579024405070764,0.7109029028174517,0.864655253693334,0.6798092826696484,0.5747973338563036,0.6708286266323754,0.6058346087343832,0.7416483026159272,0
Bank_2,2000,0.6761843070719137,0.663636675362165,0.6645564353372959,0.7250695598153537,0.6415733462948852,0.7276391882022646,0.7464356843432542,0.6492957826766353,0.6084224392142086,0.6373381303245186,0.7229533493844889,0.6797192235675888,0.7173509482610826,0.7966513256202381,0.6894124631651714,0.6166201201616868,0.7472653481793784,0
Bank_2,2001,0.6768409627225865,0.7343170035952438,0.7478796006458537,0.6061151358091376,0.7699860248510481,0.7366042397559712,0.6309723964850951,0.6945571409499718,0.6912502269276195,0.6749209295716206,0.7342796817758795,0.773860645542359,0.6737571486508563,0.766407395517058,0.7424198852942999,0.6895064336313604,0.6855783671026745,0
Bank_2,2002,0.592566126542811,0.5681919150345098,0.6847972984266657,0.6133306783109563,0.6704711726162387,0.6358193106295076,0.5480509472103773,0.6982570204945764,0.6442284761817196,0.6788596124368691,0.6107272834049664,0.6498084952413807,0.7824723124383136,0.6822442725639878,0.7117160467133987,0.5842846760776893,0.8404782195764844,0
Bank_2,2003,0.8022846656414494,0.7686861869256314,0.7312593209913533,0.6743057320372026,0.7041908837396833,0.7466070846386588,0.6292458202357126,0.6421307904636693,0.5564064374226748,0.6192183671160392,0.7895368237015828,0.6498484061784863,0.6509964191032712,0.6954893948296104,0.5603897910567954,0.7394224208651418,0.7618941824351133,0
Bank_2,2004,0.6996564411412407,0.7888402716125764,0.5803674789294992,0.8023058084016413,0.6220938043329363,0.5836513212305929,0.6566282652745452,0.8042861001920734,0.6718847526960436,0.6079642865997363,0.5825997293454218,0.6658874072267631,0.5335983925499765,0.5822322036474713,0.7812604381891479,0.7658741690595986,0.6642568523012324,0
